City,State short,State full,County,City alias
Vale,NC,North Carolina,LINCOLN,Vale
Waco,NC,North Carolina,CLEVELAND,Waco
Wadesboro,NC,North Carolina,ANSON,Wadesboro
Waxhaw,NC,North Carolina,UNION,Marvin
Waxhaw,NC,North Carolina,UNION,Waxhaw
Wingate,NC,North Carolina,UNION,Wingate
Charlotte,NC,North Carolina,MECKLENBURG,Charlotte
Charlotte,NC,North Carolina,MECKLENBURG,Unc Charlotte
Charlotte,NC,North Carolina,MECKLENBURG,Mint Hill
Charlotte,NC,North Carolina,MECKLENBURG,United States Postal Service
Charlotte,NC,North Carolina,MECKLENBURG,Duke Power Co
Charlotte,NC,North Carolina,MECKLENBURG,At&t
Charlotte,NC,North Carolina,MECKLENBURG,Charlotte Water Dept
GMAC,NC,North Carolina,MECKLENBURG,Gmac
Charlotte,NC,North Carolina,MECKLENBURG,Nc Natl Bank
Charlotte,NC,North Carolina,MECKLENBURG,Bank Of America
Charlotte,NC,North Carolina,MECKLENBURG,Branch Bank And Trust (Bb&t)
Charlotte,NC,North Carolina,MECKLENBURG,First Citizens Bank
Charlotte,NC,North Carolina,MECKLENBURG,Queens College
Charlotte,NC,North Carolina,MECKLENBURG,Wachovia Bank
Charlotte,NC,North Carolina,MECKLENBURG,Jp Morgan Chase
Fayetteville,NC,North Carolina,CUMBERLAND,E Fayettevlle
Fayetteville,NC,North Carolina,CUMBERLAND,East Fayetteville
Fayetteville,NC,North Carolina,CUMBERLAND,E Fayetteville
Fayetteville,NC,North Carolina,CUMBERLAND,Vander
Fayetteville,NC,North Carolina,CUMBERLAND,E Fayettevill
Fayetteville,NC,North Carolina,CUMBERLAND,Eastover
Fayetteville,NC,North Carolina,CUMBERLAND,Fay
Fayetteville,NC,North Carolina,CUMBERLAND,Fayetteville
Fayetteville,NC,North Carolina,CUMBERLAND,Eutaw
Fayetteville,NC,North Carolina,CUMBERLAND,Ponderosa
Fayetteville,NC,North Carolina,CUMBERLAND,Lafayette
Fayetteville,NC,North Carolina,CUMBERLAND,Haymount
Fayetteville,NC,North Carolina,CUMBERLAND,Lakedale
Fayetteville,NC,North Carolina,CUMBERLAND,Fayetteville Municipal Airpo
Fort Bragg,NC,North Carolina,CUMBERLAND,Fayetteville
Fort Bragg,NC,North Carolina,CUMBERLAND,Fort Bragg
Pope Army Airfield,NC,North Carolina,CUMBERLAND,Pope Army Airfield
Pope Army Airfield,NC,North Carolina,CUMBERLAND,Fayetteville
Pope Army Airfield,NC,North Carolina,CUMBERLAND,Pope Army Af
Fort Bragg,NC,North Carolina,CUMBERLAND,Fort Bragg Military
Aberdeen,NC,North Carolina,MOORE,Aberdeen
Autryville,NC,North Carolina,SAMPSON,Autryville
Barnesville,NC,North Carolina,ROBESON,Barnesville
Bladenboro,NC,North Carolina,BLADEN,Bladenboro
Bladenboro,NC,North Carolina,BLADEN,Butters
Bunnlevel,NC,North Carolina,HARNETT,Bunnlevel
Calypso,NC,North Carolina,DUPLIN,Calypso
Cameron,NC,North Carolina,HARNETT,Cameron
Carthage,NC,North Carolina,MOORE,Carthage
Carthage,NC,North Carolina,MOORE,Whisper Pnes
Carthage,NC,North Carolina,MOORE,Whispering Pines
Clinton,NC,North Carolina,SAMPSON,Clinton
Cordova,NC,North Carolina,RICHMOND,Cordova
Cumberland,NC,North Carolina,CUMBERLAND,Cumberland
Dublin,NC,North Carolina,BLADEN,Dublin
Dudley,NC,North Carolina,WAYNE,Dudley
Dunn,NC,North Carolina,HARNETT,Dunn
Elizabethtown,NC,North Carolina,BLADEN,White Lake
Elizabethtown,NC,North Carolina,BLADEN,Elizabethtown
Ellerbe,NC,North Carolina,RICHMOND,Ellerbe
Erwin,NC,North Carolina,HARNETT,Erwin
Fairmont,NC,North Carolina,ROBESON,Raynham
Fairmont,NC,North Carolina,ROBESON,Fairmont
Faison,NC,North Carolina,DUPLIN,Faison
Falcon,NC,North Carolina,CUMBERLAND,Falcon
Gibson,NC,North Carolina,SCOTLAND,Gibson
Godwin,NC,North Carolina,SAMPSON,Godwin
Hamlet,NC,North Carolina,RICHMOND,Hamlet
Hoffman,NC,North Carolina,RICHMOND,Hoffman
Hope Mills,NC,North Carolina,CUMBERLAND,Hope Mills
Kenansville,NC,North Carolina,DUPLIN,Kenansville
Lakeview,NC,North Carolina,MOORE,Lakeview
Laurel Hill,NC,North Carolina,SCOTLAND,Laurel Hill
Laurinburg,NC,North Carolina,SCOTLAND,E Laurinburg
Laurinburg,NC,North Carolina,SCOTLAND,East Laurinburg
Laurinburg,NC,North Carolina,SCOTLAND,Laurinburg
Lemon Springs,NC,North Carolina,LEE,Lemon Springs
Linden,NC,North Carolina,CUMBERLAND,Linden
Lumber Bridge,NC,North Carolina,ROBESON,Lumber Bridge
Lumberton,NC,North Carolina,ROBESON,Lumberton
Lumberton,NC,North Carolina,ROBESON,Biggs Park
Marietta,NC,North Carolina,ROBESON,Marietta
Marston,NC,North Carolina,RICHMOND,Marston
Maxton,NC,North Carolina,ROBESON,Maxton
Mount Olive,NC,North Carolina,WAYNE,Mount Olive
Newton Grove,NC,North Carolina,SAMPSON,Newton Grove
Norman,NC,North Carolina,RICHMOND,Norman
Olivia,NC,North Carolina,HARNETT,Olivia
Orrum,NC,North Carolina,ROBESON,Orrum
Pinehurst,NC,North Carolina,MOORE,Pinehurst
Parkton,NC,North Carolina,ROBESON,Parkton
Pembroke,NC,North Carolina,ROBESON,Pembroke
Pinebluff,NC,North Carolina,MOORE,Pinebluff
Proctorville,NC,North Carolina,ROBESON,Proctorville
Raeford,NC,North Carolina,HOKE,Raeford
Red Springs,NC,North Carolina,ROBESON,Red Springs
Rex,NC,North Carolina,ROBESON,Rex
Rockingham,NC,North Carolina,RICHMOND,Rockingham
Roseboro,NC,North Carolina,SAMPSON,Roseboro
Rowland,NC,North Carolina,ROBESON,Raynham
Rowland,NC,North Carolina,ROBESON,Rowland
Saint Pauls,NC,North Carolina,ROBESON,Saint Pauls
Salemburg,NC,North Carolina,SAMPSON,Salemburg
Shannon,NC,North Carolina,ROBESON,Shannon
Shannon,NC,North Carolina,ROBESON,Rennert
Southern Pines,NC,North Carolina,MOORE,Southern Pines
Southern Pines,NC,North Carolina,MOORE,Southern Pnes
Spring Lake,NC,North Carolina,CUMBERLAND,Spring Lake
Spring Lake,NC,North Carolina,CUMBERLAND,Olde Farm
Stedman,NC,North Carolina,CUMBERLAND,Stedman
Tar Heel,NC,North Carolina,BLADEN,Tar Heel
Turkey,NC,North Carolina,SAMPSON,Turkey
Vass,NC,North Carolina,MOORE,Vass
Wade,NC,North Carolina,CUMBERLAND,Wade
Wagram,NC,North Carolina,SCOTLAND,Wagram
Warsaw,NC,North Carolina,DUPLIN,Warsaw
Warsaw,NC,North Carolina,DUPLIN,Bowdens
White Oak,NC,North Carolina,BLADEN,White Oak
Wilmington,NC,North Carolina,NEW HANOVER,Wilm
Wilmington,NC,North Carolina,NEW HANOVER,Cape Fear
Wilmington,NC,North Carolina,NEW HANOVER,Wilmington
Wilmington,NC,North Carolina,NEW HANOVER,University Of Nc
Wilmington,NC,North Carolina,NEW HANOVER,New Hanover County Airport
Wilmington,NC,North Carolina,NEW HANOVER,Willow Ridge
Wilmington,NC,North Carolina,NEW HANOVER,Bedford Fair Industries
Ash,NC,North Carolina,BRUNSWICK,Ash
Atkinson,NC,North Carolina,PENDER,Atkinson
Bolivia,NC,North Carolina,BRUNSWICK,Bolivia
Bolivia,NC,North Carolina,BRUNSWICK,Sunset Harbor
Bolton,NC,North Carolina,COLUMBUS,Bolton
Brunswick,NC,North Carolina,COLUMBUS,Brunswick
Burgaw,NC,North Carolina,PENDER,Saint Helena
Burgaw,NC,North Carolina,PENDER,Burgaw
Carolina Beach,NC,North Carolina,NEW HANOVER,Carolina Beach
Carolina Beach,NC,North Carolina,NEW HANOVER,Carolina Bch
Castle Hayne,NC,North Carolina,NEW HANOVER,Castle Hayne
Cerro Gordo,NC,North Carolina,COLUMBUS,Cerro Gordo
Chadbourn,NC,North Carolina,COLUMBUS,Chadbourn
Clarendon,NC,North Carolina,COLUMBUS,Clarendon
Clarkton,NC,North Carolina,BLADEN,Emerson
Clarkton,NC,North Carolina,BLADEN,Clarkton
Council,NC,North Carolina,BLADEN,Council
Currie,NC,North Carolina,PENDER,Moores Creek National Battle
Currie,NC,North Carolina,PENDER,Currie
Delco,NC,North Carolina,COLUMBUS,Delco
Evergreen,NC,North Carolina,COLUMBUS,Evergreen
Evergreen,NC,North Carolina,COLUMBUS,Boardman
Fair Bluff,NC,North Carolina,COLUMBUS,Fair Bluff
Garland,NC,North Carolina,SAMPSON,Garland
Garland,NC,North Carolina,SAMPSON,Ingold
Hallsboro,NC,North Carolina,COLUMBUS,Hallsboro
Hampstead,NC,North Carolina,PENDER,Hampstead
Harrells,NC,North Carolina,SAMPSON,Harrells
Holly Ridge,NC,North Carolina,ONSLOW,Surf City
Holly Ridge,NC,North Carolina,ONSLOW,Topsail Beach
Holly Ridge,NC,North Carolina,ONSLOW,Holly Ridge
Ivanhoe,NC,North Carolina,SAMPSON,Ivanhoe
Kelly,NC,North Carolina,BLADEN,Kelly
Kure Beach,NC,North Carolina,NEW HANOVER,Kure Beach
Kure Beach,NC,North Carolina,NEW HANOVER,Fort Fisher Air Force Statio
Lake Waccamaw,NC,North Carolina,COLUMBUS,Lake Waccamaw
Leland,NC,North Carolina,BRUNSWICK,Leland
Leland,NC,North Carolina,BRUNSWICK,Navassa
Leland,NC,North Carolina,BRUNSWICK,Northwest
Leland,NC,North Carolina,BRUNSWICK,Belville
Longwood,NC,North Carolina,BRUNSWICK,Longwood
Magnolia,NC,North Carolina,DUPLIN,Magnolia
Maple Hill,NC,North Carolina,PENDER,Maple Hill
Nakina,NC,North Carolina,COLUMBUS,Nakina
Riegelwood,NC,North Carolina,COLUMBUS,Acme
Riegelwood,NC,North Carolina,COLUMBUS,Riegelwood
Riegelwood,NC,North Carolina,COLUMBUS,East Arcadia
Riegelwood,NC,North Carolina,COLUMBUS,Northwest
Riegelwood,NC,North Carolina,COLUMBUS,Sandyfield
Rocky Point,NC,North Carolina,PENDER,Rocky Point
Rose Hill,NC,North Carolina,DUPLIN,Greenevers
Rose Hill,NC,North Carolina,DUPLIN,Rose Hill
Shallotte,NC,North Carolina,BRUNSWICK,Shallotte
Sneads Ferry,NC,North Carolina,ONSLOW,N Topsail Beach
Sneads Ferry,NC,North Carolina,ONSLOW,Sneads Ferry
Sneads Ferry,NC,North Carolina,ONSLOW,N Topsail Bch
Southport,NC,North Carolina,BRUNSWICK,Bald Head
Southport,NC,North Carolina,BRUNSWICK,Bald Head Isl
Southport,NC,North Carolina,BRUNSWICK,Southport
Southport,NC,North Carolina,BRUNSWICK,Saint James
Southport,NC,North Carolina,BRUNSWICK,Bald Head Island
Southport,NC,North Carolina,BRUNSWICK,Bling Spr Lks
Southport,NC,North Carolina,BRUNSWICK,Blng Spg Lks
Southport,NC,North Carolina,BRUNSWICK,Oak Island
Southport,NC,North Carolina,BRUNSWICK,Boiling Spring Lakes
Supply,NC,North Carolina,BRUNSWICK,Supply
Supply,NC,North Carolina,BRUNSWICK,Holden Beach
Tabor City,NC,North Carolina,COLUMBUS,Tabor City
Teachey,NC,North Carolina,DUPLIN,Teachey
Oak Island,NC,North Carolina,BRUNSWICK,Yaupon Beach
Oak Island,NC,North Carolina,BRUNSWICK,Caswell Beach
Oak Island,NC,North Carolina,BRUNSWICK,Fort Caswell
Oak Island,NC,North Carolina,BRUNSWICK,Ft Caswell
Oak Island,NC,North Carolina,BRUNSWICK,Oak Island
Oak Island,NC,North Carolina,BRUNSWICK,Sunny Point Mil Ocean
Oak Island,NC,North Carolina,BRUNSWICK,Sunny Point Military Ocean T
Oak Island,NC,North Carolina,BRUNSWICK,Long Beach
Wallace,NC,North Carolina,DUPLIN,Wallace
Calabash,NC,North Carolina,BRUNSWICK,Ocean Isle Beach
Calabash,NC,North Carolina,BRUNSWICK,Carolina Shores
Calabash,NC,North Carolina,BRUNSWICK,Carolina Shor
Calabash,NC,North Carolina,BRUNSWICK,Ocean Isl Bch
Calabash,NC,North Carolina,BRUNSWICK,Calabash
Sunset Beach,NC,North Carolina,BRUNSWICK,Sunset Beach
Sunset Beach,NC,North Carolina,BRUNSWICK,Sunset Bch
Sunset Beach,NC,North Carolina,BRUNSWICK,Shallotte
Ocean Isle Beach,NC,North Carolina,BRUNSWICK,Ocean Isle Beach
Ocean Isle Beach,NC,North Carolina,BRUNSWICK,Ocean Isle
Ocean Isle Beach,NC,North Carolina,BRUNSWICK,Ocean Isl Bch
Ocean Isle Beach,NC,North Carolina,BRUNSWICK,Shallotte
Shallotte,NC,North Carolina,BRUNSWICK,South Brunswick
Shallotte,NC,North Carolina,BRUNSWICK,S Brunswick
Whiteville,NC,North Carolina,COLUMBUS,Whiteville
Willard,NC,North Carolina,PENDER,Watha
Willard,NC,North Carolina,PENDER,Willard
Winnabow,NC,North Carolina,BRUNSWICK,Winnabow
Wrightsville Beach,NC,North Carolina,NEW HANOVER,Writsvlle Bch
Wrightsville Beach,NC,North Carolina,NEW HANOVER,Wrightsville Beach
Kinston,NC,North Carolina,LENOIR,Kinston
Albertson,NC,North Carolina,DUPLIN,Albertson
Alliance,NC,North Carolina,PAMLICO,Alliance
Arapahoe,NC,North Carolina,PAMLICO,Minnesott Bch
Arapahoe,NC,North Carolina,PAMLICO,Arapahoe
Arapahoe,NC,North Carolina,PAMLICO,Minnesott Beach
Atlantic,NC,North Carolina,CARTERET,Atlantic
Atlantic Beach,NC,North Carolina,CARTERET,Atlanticbeach
Atlantic Beach,NC,North Carolina,CARTERET,Atlantic Bch
Atlantic Beach,NC,North Carolina,CARTERET,Fort Macon Coast Guard Base
Atlantic Beach,NC,North Carolina,CARTERET,Atlantic Beach
Atlantic Beach,NC,North Carolina,CARTERET,Pks
Atlantic Beach,NC,North Carolina,CARTERET,Pine Knoll Shores
Atlantic Beach,NC,North Carolina,CARTERET,Indian Beach
Ayden,NC,North Carolina,PITT,Ayden
Bayboro,NC,North Carolina,PAMLICO,Mesic
Bayboro,NC,North Carolina,PAMLICO,Bayboro
Beaufort,NC,North Carolina,CARTERET,Cape Lookout National Seasho
Beaufort,NC,North Carolina,CARTERET,Beaufort
Beulaville,NC,North Carolina,DUPLIN,Beulaville
Bridgeton,NC,North Carolina,CRAVEN,Bridgeton
Cedar Island,NC,North Carolina,CARTERET,Cedar Island
Chinquapin,NC,North Carolina,DUPLIN,Chinquapin
Comfort,NC,North Carolina,JONES,Comfort
Cove City,NC,North Carolina,CRAVEN,Cove City
Davis,NC,North Carolina,CARTERET,Davis
Deep Run,NC,North Carolina,LENOIR,Deep Run
Dover,NC,North Carolina,CRAVEN,Fort Barnwell
Dover,NC,North Carolina,CRAVEN,Dover
Ernul,NC,North Carolina,CRAVEN,Ernul
Gloucester,NC,North Carolina,CARTERET,Gloucester
Grantsboro,NC,North Carolina,PAMLICO,Kennells Beach
Grantsboro,NC,North Carolina,PAMLICO,Grantsboro
Grifton,NC,North Carolina,PITT,Grifton
Harkers Island,NC,North Carolina,CARTERET,Harkers Is
Harkers Island,NC,North Carolina,CARTERET,Harkers Island
Havelock,NC,North Carolina,CRAVEN,Havelock
Cherry Point,NC,North Carolina,CRAVEN,Cherry Point Marine Corps Ai
Cherry Point,NC,North Carolina,CRAVEN,Mcas Cherry Point
Cherry Point,NC,North Carolina,CRAVEN,Cherry Point
Cherry Point,NC,North Carolina,CRAVEN,Havelock
Hobucken,NC,North Carolina,PAMLICO,Hobucken
Hookerton,NC,North Carolina,GREENE,Hookerton
Hubert,NC,North Carolina,ONSLOW,Hubert
Jacksonville,NC,North Carolina,ONSLOW,New River Marine Corps Air S
Jacksonville,NC,North Carolina,ONSLOW,Jacksonville
Camp Lejeune,NC,North Carolina,ONSLOW,Cp Lejeune Mcb
Camp Lejeune,NC,North Carolina,ONSLOW,Cp Lejeunemcb
Camp Lejeune,NC,North Carolina,ONSLOW,Jacksonville
Camp Lejeune,NC,North Carolina,ONSLOW,Camp Lejeune
Camp Lejeune,NC,North Carolina,ONSLOW,Lejeune
Tarawa Terrace,NC,North Carolina,ONSLOW,Tarawa
Tarawa Terrace,NC,North Carolina,ONSLOW,Jacksonville
Tarawa Terrace,NC,North Carolina,ONSLOW,Tarawa Tr
Tarawa Terrace,NC,North Carolina,ONSLOW,Tarawa Terrace
Tarawa Terrace,NC,North Carolina,ONSLOW,Tarawa Ter
Midway Park,NC,North Carolina,ONSLOW,Midway Park
Midway Park,NC,North Carolina,ONSLOW,Jacksonville
Mccutcheon Field,NC,North Carolina,ONSLOW,Mccutcheon Field
Mccutcheon Field,NC,North Carolina,ONSLOW,Jacksonville
Mccutcheon Field,NC,North Carolina,ONSLOW,Mc Cutcheon Field
Mccutcheon Field,NC,North Carolina,ONSLOW,Mccutchn Fld
Camp Lejeune,NC,North Carolina,ONSLOW,Naval Hos
Camp Lejeune,NC,North Carolina,ONSLOW,Naval Hospital
La Grange,NC,North Carolina,LENOIR,La Grange
Lowland,NC,North Carolina,PAMLICO,Lowland
Marshallberg,NC,North Carolina,CARTERET,Marshallberg
Maury,NC,North Carolina,GREENE,Maury
Maysville,NC,North Carolina,JONES,Maysville
Merritt,NC,North Carolina,PAMLICO,Merritt
Morehead City,NC,North Carolina,CARTERET,Morehead City
New Bern,NC,North Carolina,CRAVEN,New Bern
New Bern,NC,North Carolina,CRAVEN,Trent Woods
Newport,NC,North Carolina,CARTERET,Newport
Newport,NC,North Carolina,CARTERET,Bogue
Oriental,NC,North Carolina,PAMLICO,Oriental
Pink Hill,NC,North Carolina,LENOIR,Pink Hill
Pollocksville,NC,North Carolina,JONES,Pollocksville
Richlands,NC,North Carolina,ONSLOW,Richlands
Salter Path,NC,North Carolina,CARTERET,Salter Path
Sealevel,NC,North Carolina,CARTERET,Sealevel
Seven Springs,NC,North Carolina,WAYNE,Seven Springs
Smyrna,NC,North Carolina,CARTERET,Williston
Smyrna,NC,North Carolina,CARTERET,Smyrna
Snow Hill,NC,North Carolina,GREENE,Snow Hill
Stacy,NC,North Carolina,CARTERET,Stacy
Stacy,NC,North Carolina,CARTERET,Sealevel
Stella,NC,North Carolina,CARTERET,Stella
Stonewall,NC,North Carolina,PAMLICO,Stonewall
Swansboro,NC,North Carolina,ONSLOW,Peletier
Swansboro,NC,North Carolina,ONSLOW,Cape Carteret
Swansboro,NC,North Carolina,ONSLOW,Swansboro
Swansboro,NC,North Carolina,ONSLOW,Cedar Point
Trenton,NC,North Carolina,JONES,Trenton
Vanceboro,NC,North Carolina,CRAVEN,Vanceboro
Vandemere,NC,North Carolina,PAMLICO,Vandemere
Williston,NC,North Carolina,CARTERET,Williston
Winterville,NC,North Carolina,PITT,Winterville
Emerald Isle,NC,North Carolina,CARTERET,Emerald Isle
Hickory,NC,North Carolina,CATAWBA,View Mont
Hickory,NC,North Carolina,CATAWBA,Hickory
Hickory,NC,North Carolina,CATAWBA,Bethlehem
Hickory,NC,North Carolina,CATAWBA,Lenoir Rhyne
Hickory,NC,North Carolina,CATAWBA,Viewmont
Hickory,NC,North Carolina,CATAWBA,Longview
Hickory,NC,North Carolina,CATAWBA,Long View
Hickory,NC,North Carolina,CATAWBA,Mt View
Hickory,NC,North Carolina,CATAWBA,Mountain View
Banner Elk,NC,North Carolina,AVERY,Kellersville
Banner Elk,NC,North Carolina,AVERY,Beech Mountain
Banner Elk,NC,North Carolina,AVERY,Grandfather
Banner Elk,NC,North Carolina,AVERY,Sugar Mountain
Banner Elk,NC,North Carolina,AVERY,Banner Elk
Banner Elk,NC,North Carolina,AVERY,Foscoe
Banner Elk,NC,North Carolina,AVERY,Norwood Hollow
Banner Elk,NC,North Carolina,AVERY,Sugar Mtn
Banner Elk,NC,North Carolina,AVERY,White Rock
Banner Elk,NC,North Carolina,AVERY,Balm
Banner Elk,NC,North Carolina,AVERY,Elk Valley
Banner Elk,NC,North Carolina,AVERY,Rominger
Banner Elk,NC,North Carolina,AVERY,Beech Mnt
Banner Elk,NC,North Carolina,AVERY,Matney
Banner Elk,NC,North Carolina,AVERY,Seven Devils
Blowing Rock,NC,North Carolina,WATAUGA,Aho
Blowing Rock,NC,North Carolina,WATAUGA,Mayview Park
Blowing Rock,NC,North Carolina,WATAUGA,Bamboo
Blowing Rock,NC,North Carolina,WATAUGA,Blowing Rock
Boomer,NC,North Carolina,WILKES,Boomer
Boone,NC,North Carolina,WATAUGA,Hillcrest
Boone,NC,North Carolina,WATAUGA,Perkinsville
Boone,NC,North Carolina,WATAUGA,Shulls Mills
Boone,NC,North Carolina,WATAUGA,Boone
Boone,NC,North Carolina,WATAUGA,Deerfield
Boone,NC,North Carolina,WATAUGA,Hodges Gap
Boone,NC,North Carolina,WATAUGA,Rutherwood
Boone,NC,North Carolina,WATAUGA,Laxon
Boone,NC,North Carolina,WATAUGA,Grandview Heights
Boone,NC,North Carolina,WATAUGA,Adams
Boone,NC,North Carolina,WATAUGA,Meat Camp
Boone,NC,North Carolina,WATAUGA,Sands
Boone,NC,North Carolina,WATAUGA,Appalachian State Univ
Catawba,NC,North Carolina,CATAWBA,Longisland
Catawba,NC,North Carolina,CATAWBA,Catawba
Claremont,NC,North Carolina,CATAWBA,Claremont
Collettsville,NC,North Carolina,CALDWELL,Collettsville
Connellys Springs,NC,North Carolina,BURKE,Connelly Spg
Connellys Springs,NC,North Carolina,BURKE,Connellys Spg
Connellys Springs,NC,North Carolina,BURKE,Connellys Springs
Conover,NC,North Carolina,CATAWBA,Conover
Creston,NC,North Carolina,ASHE,Parker
Creston,NC,North Carolina,ASHE,Ashland
Creston,NC,North Carolina,ASHE,Fig
Creston,NC,North Carolina,ASHE,Grayson
Creston,NC,North Carolina,ASHE,Creston
Crossnore,NC,North Carolina,AVERY,Crossnore
Crumpler,NC,North Carolina,ASHE,Weaversford
Crumpler,NC,North Carolina,ASHE,Crumpler
Crumpler,NC,North Carolina,ASHE,Shatley Springs
Crumpler,NC,North Carolina,ASHE,Chestnut Hill
Crumpler,NC,North Carolina,ASHE,Nathans Creek
Deep Gap,NC,North Carolina,WATAUGA,Meadow Creek
Deep Gap,NC,North Carolina,WATAUGA,Stony Fork
Deep Gap,NC,North Carolina,WATAUGA,Triplett
Deep Gap,NC,North Carolina,WATAUGA,Deep Gap
Drexel,NC,North Carolina,BURKE,Drexel
Elkin,NC,North Carolina,SURRY,Elkin
Elk Park,NC,North Carolina,AVERY,Elk Park
Elk Park,NC,North Carolina,AVERY,Flat Springs
Elk Park,NC,North Carolina,AVERY,Whaley
Elk Park,NC,North Carolina,AVERY,Cranberry
Elk Park,NC,North Carolina,AVERY,Darkridge
Elk Park,NC,North Carolina,AVERY,Heaton
Ennice,NC,North Carolina,ALLEGHANY,Barrett
Ennice,NC,North Carolina,ALLEGHANY,Ennice
Ennice,NC,North Carolina,ALLEGHANY,Saddle
Ferguson,NC,North Carolina,WILKES,Darby
Ferguson,NC,North Carolina,WILKES,Hendrix
Ferguson,NC,North Carolina,WILKES,Champion
Ferguson,NC,North Carolina,WILKES,Ferguson
Ferguson,NC,North Carolina,WILKES,Denny
Statesville,NC,North Carolina,IREDELL,Statesville
Fleetwood,NC,North Carolina,ASHE,Fleetwood
Glade Valley,NC,North Carolina,ALLEGHANY,Glade Valley
Glade Valley,NC,North Carolina,ALLEGHANY,Hare
Glade Valley,NC,North Carolina,ALLEGHANY,Cherry Lane
Glen Alpine,NC,North Carolina,BURKE,Glen Alpine
Glendale Springs,NC,North Carolina,ASHE,Glendale Spgs
Glendale Springs,NC,North Carolina,ASHE,Glendale Springs
Granite Falls,NC,North Carolina,CALDWELL,Dudley Shoals
Granite Falls,NC,North Carolina,CALDWELL,Grace Chapel
Granite Falls,NC,North Carolina,CALDWELL,Granite Falls
Granite Falls,NC,North Carolina,CALDWELL,Sawmills
Granite Falls,NC,North Carolina,CALDWELL,Baton
Grassy Creek,NC,North Carolina,ASHE,Sussex
Grassy Creek,NC,North Carolina,ASHE,Grassy Creek
Grassy Creek,NC,North Carolina,ASHE,Helton
Lenoir,NC,North Carolina,CALDWELL,Broyhill Furniture
Lenoir,NC,North Carolina,CALDWELL,Lenoir
Harmony,NC,North Carolina,IREDELL,Harmony
Harmony,NC,North Carolina,IREDELL,Countyline
Harmony,NC,North Carolina,IREDELL,Houstonville
Hays,NC,North Carolina,WILKES,Hayes
Hays,NC,North Carolina,WILKES,Hays
Hiddenite,NC,North Carolina,ALEXANDER,Vashti
Hiddenite,NC,North Carolina,ALEXANDER,Hiddenite
Hildebran,NC,North Carolina,BURKE,Hildebran
Hudson,NC,North Carolina,CALDWELL,Hudson
Jefferson,NC,North Carolina,ASHE,Jefferson
Jefferson,NC,North Carolina,ASHE,Rhine
Jefferson,NC,North Carolina,ASHE,Wagoner
Jefferson,NC,North Carolina,ASHE,Theta
Jefferson,NC,North Carolina,ASHE,Orion
Jonas Ridge,NC,North Carolina,BURKE,Jonas Ridge
Jonesville,NC,North Carolina,YADKIN,Arlington
Jonesville,NC,North Carolina,YADKIN,Jonesville
Lansing,NC,North Carolina,ASHE,Ball
Lansing,NC,North Carolina,ASHE,Husk
Lansing,NC,North Carolina,ASHE,Sturgills
Lansing,NC,North Carolina,ASHE,Tuckerdale
Lansing,NC,North Carolina,ASHE,Little Horse Creek
Lansing,NC,North Carolina,ASHE,Lansing
Lansing,NC,North Carolina,ASHE,Brandon
Lansing,NC,North Carolina,ASHE,Bly
Lansing,NC,North Carolina,ASHE,Farmers Store
Lansing,NC,North Carolina,ASHE,Apple Grove
Lansing,NC,North Carolina,ASHE,Comet
Lansing,NC,North Carolina,ASHE,Dolinger
Laurel Springs,NC,North Carolina,ALLEGHANY,Laurel Springs
Laurel Springs,NC,North Carolina,ALLEGHANY,Laurel Spgs
Lenoir,NC,North Carolina,CALDWELL,Upton
Lenoir,NC,North Carolina,CALDWELL,Cajahs Mountain
Lenoir,NC,North Carolina,CALDWELL,Mortimer
Lenoir,NC,North Carolina,CALDWELL,Cedar Rock
Lenoir,NC,North Carolina,CALDWELL,Laytown
Lenoir,NC,North Carolina,CALDWELL,Valmead
Lenoir,NC,North Carolina,CALDWELL,Warrior
Lenoir,NC,North Carolina,CALDWELL,Brown Mountain Beach
Lenoir,NC,North Carolina,CALDWELL,Cajahs Mtn
Lenoir,NC,North Carolina,CALDWELL,Gamewell
Lenoir,NC,North Carolina,CALDWELL,Joyceton
Lenoir,NC,North Carolina,CALDWELL,Edgemont
Lenoir,NC,North Carolina,CALDWELL,Kings Creek
Linville,NC,North Carolina,AVERY,Linville
Linville Falls,NC,North Carolina,BURKE,Linville Falls
Linville Falls,NC,North Carolina,BURKE,Linville Fls
Mc Grady,NC,North Carolina,WILKES,Mcgrady
Mc Grady,NC,North Carolina,WILKES,Halls Mills
Mc Grady,NC,North Carolina,WILKES,Radical
Mc Grady,NC,North Carolina,WILKES,Mc Grady
Maiden,NC,North Carolina,CATAWBA,Maiden
Millers Creek,NC,North Carolina,WILKES,Millers Creek
Millers Creek,NC,North Carolina,WILKES,Wilbar
Minneapolis,NC,North Carolina,AVERY,Minneapolis
Minneapolis,NC,North Carolina,AVERY,Carpenter Bottom
Montezuma,NC,North Carolina,AVERY,Montezuma
Moravian Falls,NC,North Carolina,WILKES,Moravian Falls
Moravian Falls,NC,North Carolina,WILKES,Moravian Fls
Morganton,NC,North Carolina,BURKE,Joy
Morganton,NC,North Carolina,BURKE,Oak Hill
Morganton,NC,North Carolina,BURKE,Morganton
Morganton,NC,North Carolina,BURKE,Brindle Town
Morganton,NC,North Carolina,BURKE,Petersburg
Morganton,NC,North Carolina,BURKE,Bridgewater
Morganton,NC,North Carolina,BURKE,Enola
Morganton,NC,North Carolina,BURKE,Pleasant Grove
